Longitude,Latitude,Depth,pTemperature,Salinity,d18O,dD,Year,Month,Reference,
165,0.02,20,29.85,34.8,0.33,**,1991,2,Laube-L'Enfant (1996),
-114.72,81.45,360,0.28,34.8,0.33,**,1988,9,Ostlund and Grall (1993),
-144.38,74.17,402,0.33,34.8,0.41,**,1985,4,Ostlund et al (1987),
-108.47,80.28,350,0.34,34.8,0.42,**,1988,9,Ostlund and Grall (1993),
165,-1,3,29.82,34.8,0.43,**,1991,2,Laube-L'Enfant (1996),
165,2.5,3,29.77,34.8,0.44,**,1991,2,Laube-L'Enfant (1996),
172.92,1.35,0,**,34.8,0.45,**,1991,10,Cole (1996),
124.19,20.27,268,17.46,34.8,,3.1,**,**,Horibe and Ogura (1968),
135.9,28,216,17.46,34.8,,2.5,**,**,Horibe and Ogura (1968),
-159.67,75.77,445,0.54,34.81,0.02,**,1966,**,Van Donk and Mathieu (1969),
-104.92,0,327,11.44,34.81,0.07,**,1991,1,Laube-L'Enfant (1996),
-145.58,73.93,414,0.39,34.81,0.14,**,1985,4,Ostlund et al (1987),
161.25,80.33,298,0.89,34.81,0.15,**,2008,10,Abrahamsen et al (2009),
158.35,79.45,224,1.27,34.81,0.17,**,2008,10,Abrahamsen et al (2009),
-152.52,71.88,301,0.34,34.81,0.17,**,1984,10,Ostlund and Grall (1993),
-170.58,75.45,317,0.97,34.81,0.19,**,1994,7,Ekwurzel et al (2001),
160.62,80.22,295,1,34.81,0.2,**,2007,9,Abrahamsen et al (2009),
147.83,88.06,265,0.47,34.81,0.2,**,1994,8,Ekwurzel et al (2001),
136.92,81.03,197,1.57,34.81,0.2,**,1995,8,Frank (1996),
-163,-38,0,**,34.81,0.22,**,**,**,Craig and Gordon (1965),
-160.55,0,299,11.36,34.81,0.22,**,1991,2,Laube-L'Enfant (1996),
-174.31,79.98,303,0.46,34.81,0.22,**,1994,8,Ekwurzel et al (2001),
138.95,81.11,197,1.54,34.81,0.22,**,1995,8,Frank (1996),
-118.4,0,3,24.73,34.81,0.23,**,1991,1,Laube-L'Enfant (1996),
-173.32,76.62,316,0.54,34.81,0.24,**,1994,8,Ekwurzel et al (2001),
161.88,80.63,294,0.97,34.81,0.25,**,2007,9,Abrahamsen et al (2009),
160.71,87.16,279,0.49,34.81,0.26,**,1994,8,Ekwurzel et al (2001),
-176.9,78.15,278,0.97,34.81,0.27,**,1994,8,Ekwurzel et al (2001),
142.85,29.08,193,17.7,34.81,0.29,**,1984,8,Oba (1988),
-165.29,74.81,423,0.51,34.81,0.29,**,1993,8,Cooper et al (1999),
-110.88,80.8,350,0.28,34.81,0.29,**,1988,9,Ostlund and Grall (1993),
144,33,175,17.87,34.81,0.31,**,1997,5,M. Itou (pers. comm.),
-110,-0.5,3,23.95,34.81,0.31,**,1991,1,Laube-L'Enfant (1996),
144,33,150,17.97,34.81,0.32,**,1997,5,M. Itou (pers. comm.),
-143.47,72.58,420,**,34.81,0.33,**,1990,9,Macdonald et al (1995),
-168.25,0,300,11.47,34.81,0.36,**,1991,2,Laube-L'Enfant (1996),
-156.58,72.3,300,0.78,34.81,0.42,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
135.9,28,53,20.55,34.81,,3.6,**,**,Horibe and Ogura (1968),
-155.13,71.78,260,0.27,34.82,-0.7,**,1992,8,Cooper et al (1997),
160.22,80.03,249,1.08,34.82,0.07,**,2008,10,Abrahamsen et al (2009),
152,80.27,244,1.04,34.82,0.1,**,2007,9,Abrahamsen et al (2009),
148.03,80.4,243,1.13,34.82,0.14,**,2007,9,Abrahamsen et al (2009),
142.85,29.08,97,18.83,34.82,0.16,**,1984,8,Oba (1988),
156,80.15,295,1.1,34.82,0.2,**,2007,9,Abrahamsen et al (2009),
144,79.53,224,1.27,34.82,0.2,**,2008,10,Abrahamsen et al (2009),
158.77,79.58,298,1.05,34.82,0.2,**,2008,10,Abrahamsen et al (2009),
-140.38,70.4,414,**,34.82,0.2,**,1986,3,H. Melling (pers. comm.),
132.34,78.72,197,1.56,34.82,0.2,**,1993,9,Frank (1996),
158.58,79.47,284,0.8,34.82,0.21,**,2007,9,Abrahamsen et al (2009),
162.18,80.55,249,1.11,34.82,0.21,**,2008,10,Abrahamsen et al (2009),
-170.58,75.45,365,0.86,34.82,0.21,**,1994,7,Ekwurzel et al (2001),
-175.82,78.98,276,1.12,34.82,0.21,**,1994,8,Ekwurzel et al (2001),
159.4,79.77,295,1.05,34.82,0.22,**,2007,9,Abrahamsen et al (2009),
143.57,79.68,199,1.34,34.82,0.22,**,2008,10,Abrahamsen et al (2009),
-170.58,75.45,415,0.7,34.82,0.23,**,1994,7,Ekwurzel et al (2001),
131.06,80.88,198,1.62,34.82,0.23,**,1995,8,Frank (1996),
134.91,79.99,198,1.62,34.82,0.24,**,1995,8,Frank (1996),
-176.9,78.15,359,0.67,34.82,0.25,**,1994,8,Ekwurzel et al (2001),
-175.82,78.98,362,0.72,34.82,0.27,**,1994,8,Ekwurzel et al (2001),
158.58,79.47,304,0.74,34.82,0.28,**,2007,9,Abrahamsen et al (2009),
126.23,79.87,196,1.49,34.82,0.28,**,2008,10,Abrahamsen et al (2009),
-173.32,76.62,357,0.52,34.82,0.28,**,1994,8,Ekwurzel et al (2001),
-171.67,75.94,324,0.78,34.82,0.29,**,1994,7,Ekwurzel et al (2001),
-156.58,72.3,331,0.78,34.82,0.3,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
158.58,79.47,254,1.31,34.82,0.31,**,2007,9,Abrahamsen et al (2009),
-178.62,80.33,273,1.12,34.82,0.31,**,1994,8,Ekwurzel et al (2001),
144,33,200,17.73,34.82,0.32,**,1997,5,M. Itou (pers. comm.),
142.97,79.8,199,1.32,34.82,0.33,**,2008,10,Abrahamsen et al (2009),
-156.58,72.3,325,0.78,34.82,0.36,**,2005,6,Polyak and Ortiz (2009, pers. comm.)
165,-2,3,29.79,34.82,0.49,**,1991,2,Laube-L'Enfant (1996),
135.99,30.98,54,19.24,34.82,,3.9,**,**,Horibe and Ogura (1968),
-154.97,71.88,350,0.34,34.83,0,**,1992,8,Cooper et al (1997),
142.68,79.62,246,1.31,34.83,0.15,**,2007,9,Abrahamsen et al (2009),
-173.25,80.15,365,0.48,34.83,0.16,**,1994,8,Ekwurzel et al (2001),
133.52,78.1,196,1.58,34.83,0.16,**,1993,9,Frank (1996),
140.16,81.16,197,1.65,34.83,0.16,**,1995,8,Frank (1996),
126.18,77.15,446,0.69,34.83,0.17,**,2008,10,Abrahamsen et al (2009),
126.36,77.13,246,1.28,34.83,0.17,**,1993,9,Frank (1996),
130.48,78,195,1.53,34.83,0.18,**,2007,9,Abrahamsen et al (2009),
141.2,80.22,249,1.16,34.83,0.18,**,2008,10,Abrahamsen et al (2009),
-173.32,76.62,397,0.49,34.83,0.18,**,1994,8,Ekwurzel et al (2001),
152,80.27,393,0.66,34.83,0.19,**,2007,9,Abrahamsen et al (2009),
159.33,79.75,298,1.22,34.83,0.19,**,2008,10,Abrahamsen et al (2009),
130.04,77.92,702,0.02,34.83,0.19,**,1995,8,Frank (1996),
-175.82,78.98,332,0.93,34.83,0.2,**,1994,8,Ekwurzel et al (2001),
-143.42,72.57,500,0.42,34.83,0.2,**,1984,10,Ostlund and Grall (1993),
162.18,80.55,298,1.02,34.83,0.21,**,2008,10,Abrahamsen et al (2009),
149.81,79.88,296,1.45,34.83,0.21,**,1995,8,Frank (1996),
143.09,79.82,247,1.47,34.83,0.21,**,1995,9,Frank (1996),
-155.72,74.4,500,0.44,34.83,0.23,**,1993,8,Cooper et al (1999),
130.48,77.73,393,1.35,34.83,0.24,**,2007,9,Abrahamsen et al (2009),
-163,75.4,500,0.4,34.83,0.24,**,1993,8,Cooper et al (1999),
130.03,77.86,247,1.55,34.83,0.24,**,1995,8,Frank (1996),
131.41,79.04,198,1.72,34.83,0.24,**,1995,8,Frank (1996),
-164.08,75.2,500,0.42,34.83,0.25,**,1993,8,Cooper et al (1999),
147.83,88.06,300,0.53,34.83,0.25,**,1994,8,Ekwurzel et al (2001),
135,78.81,197,1.68,34.83,0.25,**,1995,8,Frank (1996),
142.23,79.92,245,1.42,34.83,0.26,**,2007,9,Abrahamsen et al (2009),
-174.31,79.98,354,0.49,34.83,0.26,**,1994,8,Ekwurzel et al (2001),
160.71,87.16,304,0.52,34.83,0.26,**,1994,8,Ekwurzel et al (2001),
158.58,79.47,313,0.81,34.83,0.27,**,2007,9,Abrahamsen et al (2009),
-143.47,72.58,467,**,34.83,0.27,**,1990,9,Macdonald et al (1995),
-155.21,71.73,302,0.26,34.83,0.28,**,1993,9,Cooper et al (1999),
-176.9,78.15,313,0.92,34.83,0.28,**,1994,8,Ekwurzel et al (2001),
159.67,79.9,298,1.14,34.83,0.3,**,2008,10,Abrahamsen et al (2009),
-140,1.5,3,26.03,34.83,0.31,**,1991,1,Laube-L'Enfant (1996),
-145,7.25,0,**,34.83,0.32,**,**,**,Craig and Gordon (1965),
-116.48,0,3,24.34,34.83,0.33,**,1991,1,Laube-L'Enfant (1996),
-163.67,75.3,500,0.45,34.83,0.39,**,1993,8,Cooper et al (1999),
179.91,75.8,401,0.95,34.83,0.44,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-139.07,70.41,450,**,34.83,0.51,**,1990,9,Macdonald et al (1995),
135.93,29.97,349,17.18,34.83,,2.3,**,**,Horibe and Ogura (1968),
-155.13,71.78,290,0.32,34.84,-0.68,**,1992,8,Cooper et al (1997),
-155.13,71.78,275,0.39,34.84,-0.06,**,1992,8,Cooper et al (1997),
173.82,0,299,11.73,34.84,0.13,**,1991,2,Laube-L'Enfant (1996),
158.77,79.58,347,1.14,34.84,0.16,**,2008,10,Abrahamsen et al (2009),
161.25,80.33,348,0.95,34.84,0.17,**,2008,10,Abrahamsen et al (2009),
126,77.32,195,1.71,34.84,0.19,**,2007,9,Abrahamsen et al (2009),
144.12,80.33,243,1.49,34.84,0.2,**,2007,9,Abrahamsen et al (2009),
147.39,81.18,251,1.41,34.84,0.2,**,1995,8,Frank (1996),
140.97,80.25,294,1.34,34.84,0.21,**,2007,9,Abrahamsen et al (2009),
136.48,81.27,246,1.35,34.84,0.21,**,2008,10,Abrahamsen et al (2009),
126,77.83,199,1.66,34.84,0.21,**,2008,10,Abrahamsen et al (2009),
126.18,77.15,496,0.68,34.84,0.21,**,2008,10,Abrahamsen et al (2009),
133.96,78.5,707,0.19,34.84,0.21,**,1995,8,Frank (1996),
143.43,81.15,248,1.36,34.84,0.21,**,1995,8,Frank (1996),
149.77,80.08,494,0.43,34.84,0.21,**,1995,8,Frank (1996),
149.81,79.88,507,0.57,34.84,0.21,**,1995,8,Frank (1996),
143.09,79.82,296,1.32,34.84,0.21,**,1995,9,Frank (1996),
122.69,80.89,196,1.78,34.84,0.21,**,1995,9,Frank (1996),
175.5,75.5,332,0.8,34.84,0.22,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
125.72,78.45,195,1.79,34.84,0.22,**,2007,9,Abrahamsen et al (2009),
142.32,79.93,249,1.18,34.84,0.22,**,2008,10,Abrahamsen et al (2009),
129.97,78.16,197,1.84,34.84,0.22,**,1995,8,Frank (1996),
150.08,81.2,248,1.5,34.84,0.22,**,1995,8,Frank (1996),
150.01,80.84,245,1.35,34.84,0.22,**,1995,8,Frank (1996),
150.13,80.51,247,1.53,34.84,0.22,**,1995,8,Frank (1996),
144.04,79.75,249,1.68,34.84,0.22,**,1995,9,Frank (1996),
139.83,79.42,195,1.85,34.84,0.23,**,2007,9,Abrahamsen et al (2009),
159.33,79.75,347,1.28,34.84,0.23,**,2008,10,Abrahamsen et al (2009),
-178.25,0,300,11.57,34.84,0.23,**,1991,2,Laube-L'Enfant (1996),
-175.82,78.98,301,1.08,34.84,0.23,**,1994,8,Ekwurzel et al (2001),
126,77.47,198,1.79,34.84,0.23,**,1993,9,Frank (1996),
141.87,81.16,246,1.57,34.84,0.23,**,1995,8,Frank (1996),
144.72,81.2,248,1.5,34.84,0.23,**,1995,8,Frank (1996),
143.57,79.68,224,1.47,34.84,0.24,**,2008,10,Abrahamsen et al (2009),
134.74,78.72,1331,-0.46,34.84,0.24,**,1995,8,Frank (1996),
135.06,79.18,197,1.75,34.84,0.24,**,1995,8,Frank (1996),
138.8,80.78,199,1.39,34.84,0.25,**,2008,10,Abrahamsen et al (2009),
162.18,80.55,348,1,34.84,0.25,**,2008,10,Abrahamsen et al (2009),
-174.31,79.98,404,0.46,34.84,0.25,**,1994,8,Ekwurzel et al (2001),
134.74,78.72,198,1.73,34.84,0.25,**,1995,8,Frank (1996),
134.74,78.72,1724,-0.67,34.84,0.26,**,1995,8,Frank (1996),
-176.9,78.15,480,0.5,34.84,0.27,**,1994,8,Ekwurzel et al (2001),
125.75,78.5,196,1.61,34.84,0.28,**,2008,10,Abrahamsen et al (2009),
-163,75.4,750,0.23,34.84,0.28,**,1993,8,Cooper et al (1999),
-171.67,75.94,507,0.44,34.84,0.28,**,1994,7,Ekwurzel et al (2001),
125.59,77.86,197,1.8,34.84,0.28,**,1993,9,Frank (1996),
-176.9,78.15,404,0.7,34.84,0.29,**,1994,8,Ekwurzel et al (2001),
-171.67,75.94,446,0.54,34.84,0.3,**,1994,7,Ekwurzel et al (2001),
-145.5,88.72,343,0.55,34.84,0.3,**,1979,4,Ostlund et al (1987),
-108.47,0,3,23.79,34.84,0.31,**,1991,1,Laube-L'Enfant (1996),
-134.55,0,300,11.84,34.84,0.33,**,1991,1,Laube-L'Enfant (1996),
-157.8,74.8,499,0.41,34.84,0.48,**,1993,8,Cooper et al (1999),
-139.07,70.41,500,**,34.84,0.52,**,1990,9,Macdonald et al (1995),
124.19,20.27,130,21.72,34.84,,2.8,**,**,Horibe and Ogura (1968),
-155.13,71.78,315,0.33,34.85,-0.66,**,1992,8,Cooper et al (1997),
-159.67,75.77,980,-0.1,34.85,0.11,**,1966,**,Van Donk and Mathieu (1969),
158.77,79.58,397,1.03,34.85,0.14,**,2008,10,Abrahamsen et al (2009),
148.03,80.4,294,1.2,34.85,0.15,**,2007,9,Abrahamsen et al (2009),
126.18,77.15,693,0.58,34.85,0.16,**,2008,10,Abrahamsen et al (2009),
126.18,77.15,594,0.58,34.85,0.17,**,2008,10,Abrahamsen et al (2009),
156,80.15,393,1.04,34.85,0.18,**,2007,9,Abrahamsen et al (2009),
160.22,80.03,347,1.11,34.85,0.19,**,2008,10,Abrahamsen et al (2009),
-155.13,71.78,310,0.37,34.85,0.19,**,1992,8,Cooper et al (1997),
148.03,80.4,393,0.87,34.85,0.2,**,2007,9,Abrahamsen et al (2009),
161.25,80.33,397,0.91,34.85,0.2,**,2008,10,Abrahamsen et al (2009),
133.39,78.14,245,1.65,34.85,0.2,**,1993,9,Frank (1996),
130.04,77.92,543,0.49,34.85,0.2,**,1995,8,Frank (1996),
144.12,80.33,294,1.43,34.85,0.21,**,2007,9,Abrahamsen et al (2009),
161.25,80.33,446,0.78,34.85,0.21,**,2008,10,Abrahamsen et al (2009),
126.18,77.15,545,0.63,34.85,0.21,**,2008,10,Abrahamsen et al (2009),
160.71,87.16,405,0.48,34.85,0.21,**,1994,8,Ekwurzel et al (2001),
138.41,81.04,741,0.04,34.85,0.21,**,1995,8,Frank (1996),
138.95,81.11,493,0.57,34.85,0.21,**,1995,8,Frank (1996),
143.43,81.15,297,1.14,34.85,0.21,**,1995,8,Frank (1996),
149.77,80.08,740,0,34.85,0.21,**,1995,8,Frank (1996),
144.04,79.75,560,0.55,34.85,0.21,**,1995,9,Frank (1996),
130.03,77.86,294,1.53,34.85,0.22,**,1995,8,Frank (1996),
130.04,77.92,216,1.92,34.85,0.22,**,1995,8,Frank (1996),
143.43,81.15,493,0.46,34.85,0.22,**,1995,8,Frank (1996),
150.08,81.2,297,1.35,34.85,0.22,**,1995,8,Frank (1996),
150.14,80.31,741,0.01,34.85,0.22,**,1995,8,Frank (1996),
125.98,78.82,196,1.88,34.85,0.23,**,2008,10,Abrahamsen et al (2009),
136.92,81.03,250,1.72,34.85,0.23,**,1995,8,Frank (1996),
138.95,81.11,740,0.11,34.85,0.23,**,1995,8,Frank (1996),
143.09,79.82,738,0.14,34.85,0.23,**,1995,9,Frank (1996),
142.23,79.92,294,1.38,34.85,0.24,**,2007,9,Abrahamsen et al (2009),
132.42,78.48,195,1.84,34.85,0.24,**,2007,9,Abrahamsen et al (2009),
158.35,79.45,249,1.35,34.85,0.24,**,2008,10,Abrahamsen et al (2009),
143.09,79.82,494,0.72,34.85,0.24,**,1995,9,Frank (1996),
-174.31,79.98,455,0.42,34.85,0.25,**,1994,8,Ekwurzel et al (2001),
135.07,78.34,268,1.77,34.85,0.25,**,1995,9,Frank (1996),
137.67,79,196,1.91,34.85,0.26,**,2007,9,Abrahamsen et al (2009),
144,79.53,249,1.33,34.85,0.26,**,2008,10,Abrahamsen et al (2009),
-140,2.5,3,26.9,34.85,0.26,**,1991,1,Laube-L'Enfant (1996),
-175.82,78.98,479,0.55,34.85,0.26,**,1994,8,Ekwurzel et al (2001),
-175.82,78.98,580,0.37,34.85,0.26,**,1994,8,Ekwurzel et al (2001),
138.24,81.06,735,0.06,34.85,0.26,**,1995,8,Frank (1996),
139.6,80.58,242,1.54,34.85,0.27,**,2007,9,Abrahamsen et al (2009),
142.32,79.93,298,1.1,34.85,0.27,**,2008,10,Abrahamsen et al (2009),
126.18,77.15,644,0.58,34.85,0.27,**,2008,10,Abrahamsen et al (2009),
-170.58,75.45,638,0.36,34.85,0.27,**,1994,7,Ekwurzel et al (2001),
133.55,78.07,207,1.44,34.85,0.27,**,1993,9,Frank (1996),
149.77,80.08,246,1.54,34.85,0.27,**,1995,8,Frank (1996),
-175.82,78.98,403,0.79,34.85,0.28,**,1994,8,Ekwurzel et al (2001),
-176.9,78.15,580,0.33,34.85,0.29,**,1994,8,Ekwurzel et al (2001),
147.83,88.06,335,0.54,34.85,0.29,**,1994,8,Ekwurzel et al (2001),
-178.62,80.33,456,0.63,34.85,0.3,**,1994,8,Ekwurzel et al (2001),
-110,-1,3,24.06,34.85,0.31,**,1991,1,Laube-L'Enfant (1996),
138.7,80.78,295,1.3,34.85,0.32,**,2007,9,Abrahamsen et al (2009),
143.57,79.68,249,1.46,34.85,0.32,**,2008,10,Abrahamsen et al (2009),
146.75,33,29,19.65,34.85,0.32,**,1996,5,M. Itou (pers. comm.),
146.75,33,73,19.59,34.85,0.32,**,1996,5,M. Itou (pers. comm.),
-130.65,0,3,25.5,34.85,0.32,**,1991,1,Laube-L'Enfant (1996),
146.75,33,8,19.64,34.85,0.33,**,1996,5,M. Itou (pers. comm.),
-143.47,72.58,513,**,34.85,0.33,**,1990,9,Macdonald et al (1995),
146.75,33,48,19.61,34.85,0.34,**,1996,5,M. Itou (pers. comm.),
159.67,79.9,347,1.13,34.85,0.35,**,2008,10,Abrahamsen et al (2009),
-163.67,75.3,750,0.23,34.85,0.36,**,1993,8,Cooper et al (1999),
-108.47,80.28,450,0.36,34.85,0.36,**,1988,9,Ostlund and Grall (1993),
-110.13,80.63,500,0.39,34.85,0.37,**,1988,9,Ostlund and Grall (1993),
165,0.02,40,29.84,34.85,0.39,**,1991,2,Laube-L'Enfant (1996),
-143.43,72.57,500,0.44,34.85,0.4,**,1984,10,Ostlund and Grall (1993),
134.45,7.33,2,29.13,34.85,0.45,**,1998,5,Morimoto et al (2002),
165,1.5,3,29.61,34.85,0.46,**,1991,2,Laube-L'Enfant (1996),
-122.78,78.52,494,0.41,34.85,0.51,**,1984,10,Ostlund and Grall (1993),
179.91,75.8,601,0.56,34.85,0.55,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-157.43,72.78,785,0.22,34.86,-1.6,**,1993,8,Cooper et al (1999),
-154.97,71.88,400,0.41,34.86,-0.45,**,1992,8,Cooper et al (1997),
-133.7,71.16,518,**,34.86,-0.25,**,1985,4,H. Melling (pers. comm.),
-133.7,71.17,520,**,34.86,-0.25,**,1984,10,Ostlund and Grall (1993),
-154.97,71.88,400,0.41,34.86,-0.17,**,1992,8,Cooper et al (1997),
-126.76,71.4,414,0.29,34.86,-0.1,**,1988,3,Melling and Moore (1995),
-109.7,85.85,450,0.37,34.86,0.14,**,1983,5,Ostlund et al (1987),
152,80.27,590,0.53,34.86,0.15,**,2007,9,Abrahamsen et al (2009),
152,80.27,688,0.39,34.86,0.15,**,2007,9,Abrahamsen et al (2009),
160.22,80.03,496,0.76,34.86,0.15,**,2008,10,Abrahamsen et al (2009),
140.03,80.52,249,1.32,34.86,0.17,**,2008,10,Abrahamsen et al (2009),
142.97,79.8,249,1.43,34.86,0.17,**,2008,10,Abrahamsen et al (2009),
-170.58,75.45,874,-0.01,34.86,0.18,**,1994,7,Ekwurzel et al (2001),
159.4,79.77,491,0.74,34.86,0.19,**,2007,9,Abrahamsen et al (2009),
133.26,78.31,293,1.39,34.86,0.19,**,1993,9,Frank (1996),
159.4,79.77,393,1.02,34.86,0.2,**,2007,9,Abrahamsen et al (2009),
159.67,79.9,693,0.25,34.86,0.2,**,2008,10,Abrahamsen et al (2009),
-173.32,76.62,560,0.34,34.86,0.2,**,1994,8,Ekwurzel et al (2001),
133.96,78.53,581,0.56,34.86,0.2,**,1995,8,Frank (1996),
138.95,81.11,296,1.43,34.86,0.2,**,1995,8,Frank (1996),
144.72,81.2,394,0.97,34.86,0.2,**,1995,8,Frank (1996),
150.08,81.2,495,0.69,34.86,0.2,**,1995,8,Frank (1996),
159.4,79.77,688,0.25,34.86,0.21,**,2007,9,Abrahamsen et al (2009),
159.33,79.75,397,1.16,34.86,0.21,**,2008,10,Abrahamsen et al (2009),
160.22,80.03,397,1.03,34.86,0.21,**,2008,10,Abrahamsen et al (2009),
162.18,80.55,446,0.84,34.86,0.21,**,2008,10,Abrahamsen et al (2009),
132.34,78.72,639,0.25,34.86,0.21,**,1993,9,Frank (1996),
135.95,80.98,738,-0.07,34.86,0.21,**,1995,8,Frank (1996),
140.16,81.16,495,0.6,34.86,0.21,**,1995,8,Frank (1996),
140.16,81.16,740,-0.04,34.86,0.21,**,1995,8,Frank (1996),
141.87,81.16,493,0.68,34.86,0.21,**,1995,8,Frank (1996),
149.97,80.34,740,0.07,34.86,0.21,**,1995,8,Frank (1996),
150.14,80.31,295,1.48,34.86,0.21,**,1995,8,Frank (1996),
160.62,80.22,393,1.04,34.86,0.22,**,2007,9,Abrahamsen et al (2009),
148.03,80.4,590,0.44,34.86,0.22,**,2007,9,Abrahamsen et al (2009),
160.22,80.03,693,0.23,34.86,0.22,**,2008,10,Abrahamsen et al (2009),
176.88,81.58,505,0.36,34.86,0.22,**,1994,8,Ekwurzel et al (2001),
130.03,77.86,752,0.3,34.86,0.22,**,1995,8,Frank (1996),
130.04,77.92,796,0.19,34.86,0.22,**,1995,8,Frank (1996),
138.41,81.04,494,0.6,34.86,0.22,**,1995,8,Frank (1996),
141.87,81.16,741,0.07,34.86,0.22,**,1995,8,Frank (1996),
150.01,80.84,732,0.01,34.86,0.22,**,1995,8,Frank (1996),
142.23,79.92,393,1.08,34.86,0.23,**,2007,9,Abrahamsen et al (2009),
130.48,78,243,1.57,34.86,0.23,**,2007,9,Abrahamsen et al (2009),
161.25,80.33,496,0.7,34.86,0.23,**,2008,10,Abrahamsen et al (2009),
162.18,80.55,693,0.18,34.86,0.23,**,2008,10,Abrahamsen et al (2009),
133.96,78.5,590,0.59,34.86,0.23,**,1995,8,Frank (1996),
136.92,81.03,613,0.25,34.86,0.23,**,1995,8,Frank (1996),
138.41,81.04,247,1.76,34.86,0.23,**,1995,8,Frank (1996),
138.24,81.06,246,1.67,34.86,0.23,**,1995,8,Frank (1996),
150.13,80.51,296,1.45,34.86,0.23,**,1995,8,Frank (1996),
144.04,79.75,297,1.51,34.86,0.23,**,1995,9,Frank (1996),
161.88,80.63,590,0.44,34.86,0.24,**,2007,9,Abrahamsen et al (2009),
158.77,79.58,446,0.91,34.86,0.24,**,2008,10,Abrahamsen et al (2009),
162.18,80.55,644,0.27,34.86,0.24,**,2008,10,Abrahamsen et al (2009),
130.03,77.86,492,0.87,34.86,0.24,**,1995,8,Frank (1996),
135.95,80.98,247,1.73,34.86,0.24,**,1995,8,Frank (1996),
144.72,81.2,739,0.01,34.86,0.24,**,1995,8,Frank (1996),
150.08,81.2,741,0.08,34.86,0.24,**,1995,8,Frank (1996),
143.09,79.82,391,1.07,34.86,0.24,**,1995,9,Frank (1996),
135.07,78.34,493,0.85,34.86,0.24,**,1995,9,Frank (1996),
135.07,78.34,577,0.6,34.86,0.24,**,1995,9,Frank (1996),
159.4,79.77,591,0.47,34.86,0.25,**,2007,9,Abrahamsen et al (2009),
160.62,80.22,491,0.72,34.86,0.25,**,2007,9,Abrahamsen et al (2009),
125.93,79.17,196,1.94,34.86,0.25,**,2008,10,Abrahamsen et al (2009),
141.2,80.22,298,1.19,34.86,0.25,**,2008,10,Abrahamsen et al (2009),
144,79.53,261,1.33,34.86,0.25,**,2008,10,Abrahamsen et al (2009),
158.35,79.45,291,1.26,34.86,0.25,**,2008,10,Abrahamsen et al (2009),
-173.32,76.62,661,0.19,34.86,0.25,**,1994,8,Ekwurzel et al (2001),
135.95,80.98,493,0.63,34.86,0.25,**,1995,8,Frank (1996),
147.39,81.18,629,0.29,34.86,0.25,**,1995,8,Frank (1996),
150.13,80.51,495,0.68,34.86,0.25,**,1995,8,Frank (1996),
149.77,80.08,296,1.4,34.86,0.25,**,1995,8,Frank (1996),
144,79.53,260,1.33,34.86,0.26,**,2008,10,Abrahamsen et al (2009),
158.35,79.45,274,1.27,34.86,0.26,**,2008,10,Abrahamsen et al (2009),
159.67,79.9,742,0.17,34.86,0.26,**,2008,10,Abrahamsen et al (2009),
161.88,80.63,688,0.22,34.86,0.27,**,2007,9,Abrahamsen et al (2009),
-174.31,79.98,506,0.38,34.86,0.27,**,1994,8,Ekwurzel et al (2001),
136.57,81.05,741,-0.08,34.86,0.28,**,1995,8,Frank (1996),
140.03,80.52,298,1.08,34.86,0.29,**,2008,10,Abrahamsen et al (2009),
161.88,80.63,491,0.69,34.86,0.3,**,2007,9,Abrahamsen et al (2009),
159.67,79.9,397,1.04,34.86,0.32,**,2008,10,Abrahamsen et al (2009),
-114.9,0,2,24.36,34.86,0.32,**,1991,1,Laube-L'Enfant (1996),
-143.42,72.57,600,0.38,34.86,0.32,**,1984,10,Ostlund and Grall (1993),
-114.72,81.45,500,0.41,34.86,0.32,**,1988,9,Ostlund and Grall (1993),
-164.08,75.2,686,0.29,34.86,0.33,**,1993,8,Cooper et al (1999),
146.75,33,99,19.39,34.86,0.36,**,1996,5,M. Itou (pers. comm.),
-163,75.4,1000,0.05,34.86,0.38,**,1993,8,Cooper et al (1999),
-158.79,73.1,750,0.21,34.86,0.43,**,1993,8,Cooper et al (1999),
-143.47,72.58,560,**,34.86,0.43,**,1990,9,Macdonald et al (1995),
-139.07,70.41,550,**,34.86,0.55,**,1990,9,Macdonald et al (1995),
179.91,75.8,800,0.14,34.86,0.58,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
124.19,20.27,174,20.42,34.86,,3.4,**,**,Horibe and Ogura (1968),
136.08,31.75,117,19.04,34.86,,4,**,**,Horibe and Ogura (1968),
-140,82,400,0.71,34.87,-0.2,**,1969,12,Vetshteyn et al (1974),
-155,83,400,0.76,34.87,0.1,**,1967,12,Vetshteyn et al (1974),
152,80.27,492,0.64,34.87,0.11,**,2007,9,Abrahamsen et al (2009),
161.25,80.33,545,0.59,34.87,0.14,**,2008,10,Abrahamsen et al (2009),
148.03,80.4,492,0.68,34.87,0.15,**,2007,9,Abrahamsen et al (2009),
160.22,80.03,890,-0.1,34.87,0.15,**,2008,10,Abrahamsen et al (2009),
